item_id,po_id,item_name,oem_part_code,quantity,uom,unit_price,discount,taxable,gst_rate,gst_amount,billable_value,total_qty,created_at,updated_at
3300,198,30540227,0,1280.00,Kgs,51.50,0.00,65920.00,,11865.60,77785.60,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3301,198,30100332,0,380.00,Nos,51.00,0.00,19380.00,,3488.40,22868.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3302,198,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.30,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3303,1450,31760035,0,23.60,Tons,39000.00,0.00,920400.00,,165672.00,1086072.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3304,82,31760199,0,19.41,Tons,40198.00,0.00,780243.18,,140443.77,920686.95,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3305,82,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.05,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3306,1330,41270143,0,2.00,Nos,7249.00,0.00,14498.00,,2609.64,17107.64,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3307,1330,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.36,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3308,1420,41370011,0,1.00,Nos,22500.00,0.00,22500.00,,6300.00,28800.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3309,1420,41290389,0,2.00,Nos,19500.00,0.00,39000.00,,7020.00,46020.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3310,1420,41290390,0,2.00,Nos,19500.00,0.00,39000.00,,7020.00,46020.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3311,1420,41210226,0,2.00,Nos,7496.00,0.00,14992.00,,2698.56,17690.56,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3312,1420,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.44,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3313,341,41530059,0,1.00,Nos,20000.00,0.00,20000.00,,5600.00,25600.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3314,589,40140035,0,2.00,Nos,21320.00,10660.00,31980.00,,5756.40,37736.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3315,589,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.40,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3316,1320,99920147,504,540.00,Kgs,112.00,0.00,60480.00,,0.00,60480.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3317,1320,99920153,0,300.00,Kgs,42.00,0.00,12600.00,,630.00,13230.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3318,1320,99920144,504,750.00,Kgs,43.00,0.00,32250.00,,0.00,32250.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3319,1320,99920145,504,240.00,Kgs,156.00,0.00,37440.00,,0.00,37440.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3320,1320,99920146,0,975.00,Ltrs,147.00,0.00,143325.00,,7166.25,150491.25,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3321,1320,99920148,504,280.00,Kgs,112.00,0.00,31360.00,,0.00,31360.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3322,1320,99920149,504,300.00,Kgs,120.00,0.00,36000.00,,0.00,36000.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3323,1320,99920150,504,60.00,Kgs,95.00,0.00,5700.00,,0.00,5700.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3324,1320,99920151,0,350.00,Kgs,110.00,0.00,38500.00,,1925.00,40425.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3325,1320,99920152,504,750.00,Kgs,52.00,0.00,39000.00,,0.00,39000.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3326,1320,99920154,504,100.00,Kgs,95.00,0.00,9500.00,,0.00,9500.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3327,1320,99920171,504,300.00,Nos,1430.00,0.00,429000.00,,0.00,429000.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3328,1320,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.25,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3329,426,40030784,0,10.00,Nos,5480.00,12604.00,42196.00,,7595.28,49791.28,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3330,426,40480218,0,24.00,Nos,6340.00,34996.80,117163.20,,21089.38,138252.58,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3331,426,40480092,0,5.00,Nos,5570.00,6405.50,21444.50,,3860.01,25304.51,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3332,426,40630229,0,10.00,Nos,2890.00,6647.00,22253.00,,4005.54,26258.54,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3333,426,40580053,0,5.00,Nos,2210.00,2541.50,8508.50,,1531.53,10040.03,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3334,426,40030432,0,5.00,Nos,1640.00,1886.00,6314.00,,1136.52,7450.52,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3335,426,40030783,0,30.00,Nos,6820.00,47058.00,157542.00,,28357.56,185899.56,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3336,426,40630237,0,10.00,Nos,4760.00,10948.00,36652.00,,6597.36,43249.36,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3337,426,40630230,0,10.00,Nos,4760.00,10948.00,36652.00,,6597.36,43249.36,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3338,426,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.26,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3339,189,60390003,0,4.00,Nos,6000.00,0.00,24000.00,,4320.00,28320.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3340,189,60390004,0,5.00,Nos,5700.00,0.00,28500.00,,5130.00,33630.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3341,977,General Repairs - LMV & Others,0,1.00,Nos,6622.02,330.62,6291.40,,1132.46,7423.86,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3342,977,General Repairs - LMV & Others,0,1.00,Nos,5796.87,289.84,5507.03,,1541.96,7048.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3343,977,General Repairs - LMV & Others,0,1.00,Nos,4468.50,224.00,4244.50,,764.02,5008.52,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3344,977,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.37,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3345,1771,40140286,0,1.00,Nos,2656.25,0.00,2656.25,,743.76,3400.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3346,1771,40140255,0,1.00,Nos,3000.00,0.00,3000.00,,840.00,3840.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3347,1771,40050216,0,3.00,Nos,150.00,0.00,450.00,,81.00,531.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3348,1771,40101583,0,1.00,Nos,40.00,0.00,40.00,,11.20,51.20,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3349,1771,40340122,0,1.00,Nos,850.00,0.00,850.00,,238.00,1088.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3350,1771,30140492,0,1.00,Nos,1450.00,0.00,1450.00,,406.00,1856.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3351,1771,40146765,0,1.00,Nos,860.00,0.00,860.00,,240.80,1100.80,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3352,1771,40141145,0,1.00,Nos,4800.00,0.00,4800.00,,1344.00,6144.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3353,1771,40140455,0,1.00,Nos,2800.00,0.00,2800.00,,784.00,3584.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3354,1771,40140310,0,1.00,Nos,950.00,0.00,950.00,,171.00,1121.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3355,1771,40140734,0,8.00,Nos,650.00,0.00,5200.00,,936.00,6136.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3356,1771,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3357,979,40010335,0,1.00,Nos,1275.42,0.00,1275.42,,229.58,1505.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3358,979,20110020,0,2.00,Nos,211.86,0.00,423.72,,76.26,499.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3359,979,40101326,0,2.00,Nos,333.33,0.00,666.66,,33.34,700.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3360,979,General Repairs - LMV & Others,0,1.00,Nos,2665.62,0.00,2665.62,,746.38,3412.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3361,979,40101337,0,2.00,Nos,389.84,0.00,779.68,,218.32,998.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3362,979,41550068,0,2.00,Nos,584.75,0.00,1169.50,,210.52,1380.02,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3363,979,General Repairs - LMV & Others,0,1.00,Nos,1444.90,0.00,1444.90,,260.08,1704.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3364,979,20110020,0,2.00,Nos,308.47,0.00,616.94,,111.04,727.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3365,979,General Repairs - LMV & Others,0,1.00,Nos,869.45,0.00,869.45,,156.50,1025.95,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3366,979,General Repairs - LMV & Others,0,1.00,Nos,957.62,0.00,957.62,,172.38,1130.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3367,979,40102556,0,1.00,Nos,1969.50,0.00,1969.50,,354.52,2324.02,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3368,979,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.07,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3369,1031,30140422,0,50.00,Nos,360.00,0.00,18000.00,,3240.00,21240.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3370,48,40090037,0,10.00,Nos,7587.00,3793.50,72076.50,,12973.77,85050.27,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3371,48,40440518,0,10.00,Nos,5641.00,2820.50,53589.50,,9646.11,63235.61,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3372,1340,40180248,0,1.00,Nos,848.30,0.00,848.30,,152.70,1001.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3373,48,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.12,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3374,357,40690195,0,6.00,Nos,6600.00,0.00,39600.00,,7128.00,46728.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3375,357,40690196,0,10.00,Nos,6600.00,0.00,66000.00,,11880.00,77880.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3376,520,40030430,0,30.00,Nos,1750.00,0.00,52500.00,,14700.00,67200.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3377,520,40670347,0,30.00,Nos,1550.00,0.00,46500.00,,13020.00,59520.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3378,67,41540057,0,1.00,Nos,12418.91,0.00,12418.91,,3477.30,15896.21,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3379,67,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.21,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3380,1060,60390004,0,21.00,Nos,5562.00,0.00,116802.00,,21024.36,137826.36,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3381,1060,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,-0.36,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3382,345,40550271,0,1.00,Nos,388400.78,0.00,388400.78,,108752.22,497153.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3383,135,40140455,0,3.00,Nos,2343.75,0.00,7031.25,,1968.76,9000.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3384,135,40140456,0,5.00,Nos,2500.00,0.00,12500.00,,3500.00,16000.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3385,135,30140387,0,5.00,Nos,6250.00,0.00,31250.00,,8750.00,40000.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3386,135,40340108,0,2.00,Nos,2734.37,0.00,5468.74,,1531.24,6999.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3387,135,40340108,0,2.00,Nos,2734.37,0.00,5468.74,,1531.24,6999.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3388,135,30140512,0,5.00,Nos,1398.30,0.00,6991.50,,1258.48,8249.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3389,135,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.05,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3390,1295,40103049,0,2.00,Nos,4500.00,0.00,9000.00,,1620.00,10620.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3391,1295,30100029,0,10.00,Nos,425.00,0.00,4250.00,,765.00,5015.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3392,1295,40102004,0,10.00,Nos,120.00,0.00,1200.00,,216.00,1416.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3393,1295,30100264,0,5.00,Nos,425.00,0.00,2125.00,,382.50,2507.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3394,1295,30100264,0,5.00,Nos,425.00,0.00,2125.00,,382.50,2507.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3395,1295,30100264,0,5.00,Nos,425.00,0.00,2125.00,,382.50,2507.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3396,1295,30100030,0,12.00,Nos,2650.00,0.00,31800.00,,5724.00,37524.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3397,1295,30100026,0,5.00,Nos,350.00,0.00,1750.00,,315.00,2065.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3398,1295,30100098,0,2.00,Nos,11700.00,0.00,23400.00,,4212.00,27612.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3399,1295,40350181,0,5.00,Nos,325.00,0.00,1625.00,,292.50,1917.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3400,1295,30100025,0,5.00,Nos,675.00,0.00,3375.00,,607.50,3982.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3401,1295,NULL,NULL,0.00,NULL,0.00,0.00,0.00,,0.00,0.50,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3402,1643,40550372,0,3.00,Nos,184.74,0.00,554.22,,99.76,653.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3403,1643,40108742,0,1.00,Nos,2801.69,0.00,2801.69,,504.30,3305.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3404,1643,40120119,0,1.00,Nos,1771.18,0.00,1771.18,,318.82,2090.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3405,1643,40442225,0,2.00,Nos,82.20,0.00,164.40,,29.60,194.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3406,1643,40102105,0,1.00,Nos,1680.50,0.00,1680.50,,302.50,1983.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3407,939,40180452,0,1.00,Nos,711.86,0.00,711.86,,128.14,840.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3408,1643,40172014,0,4.00,Nos,21.18,0.00,84.72,,15.24,99.96,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3409,1643,40106882,0,1.00,Nos,424.57,0.00,424.57,,76.42,500.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3410,1643,40101029,0,1.00,Nos,216.40,0.00,216.40,,60.60,277.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3411,1643,40101031,0,1.00,Nos,216.40,0.00,216.40,,60.60,277.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3412,1643,40440698,0,1.00,Nos,333.89,0.00,333.89,,60.10,393.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3413,1643,40440699,0,2.00,Nos,582.20,0.00,1164.40,,209.60,1374.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3414,1643,40441268,0,2.00,Nos,50.00,0.00,100.00,,28.00,128.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3415,1643,40101030,0,2.00,Nos,102.54,0.00,205.08,,36.92,242.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3416,1643,40270105,0,1.00,Nos,2457.03,0.00,2457.03,,687.96,3144.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3417,1643,40102966,0,1.00,Nos,966.94,0.00,966.94,,174.04,1140.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3418,1643,40690223,0,1.00,Nos,55.46,0.00,55.46,,15.52,70.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3419,1643,40480278,0,1.00,Nos,656.77,0.00,656.77,,118.22,774.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3420,1643,40030297,0,1.00,Nos,2182.81,0.00,2182.81,,611.18,2793.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3421,1643,40050529,0,1.00,Nos,1275.78,0.00,1275.78,,357.22,1633.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3422,1643,40050530,0,1.00,Nos,1499.21,0.00,1499.21,,419.78,1918.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3423,1643,40270021,0,1.00,Nos,3480.46,0.00,3480.46,,974.52,4454.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3424,1643,40560112,0,1.00,Nos,1210.93,0.00,1210.93,,339.06,1549.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3425,1643,40560113,0,1.00,Nos,621.09,0.00,621.09,,173.90,794.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3426,1643,40560114,0,1.00,Nos,684.37,0.00,684.37,,191.62,875.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3427,1643,40030337,0,1.00,Nos,5017.18,0.00,5017.18,,1404.82,6422.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3428,1643,40030279,0,1.00,Nos,3116.40,0.00,3116.40,,872.60,3989.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3429,1643,40030191,0,1.00,Nos,975.78,0.00,975.78,,273.22,1249.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3430,1643,40030280,0,1.00,Nos,975.78,0.00,975.78,,273.22,1249.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3431,1643,40036819,0,1.00,Nos,542.96,0.00,542.96,,152.02,694.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3432,1643,40030327,0,1.00,Nos,337.50,0.00,337.50,,94.50,432.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3433,1643,41210228,0,1.00,Nos,2007.03,0.00,2007.03,,561.96,2568.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3434,1643,41220015,0,1.00,Nos,683.59,0.00,683.59,,191.40,874.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3435,1643,40120070,0,1.00,Nos,968.75,0.00,968.75,,271.26,1240.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3436,1643,40141608,0,1.00,Nos,115.62,0.00,115.62,,32.38,148.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3437,1643,40120572,0,1.00,Nos,4301.56,0.00,4301.56,,1204.44,5506.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3438,1643,40120571,0,1.00,Nos,160.93,0.00,160.93,,45.06,205.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3439,1643,40172018,0,2.00,Nos,55.08,0.00,110.16,,19.82,129.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3440,1643,40120092,0,1.00,Nos,1368.75,0.00,1368.75,,383.26,1752.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3441,1643,40102619,0,1.00,Nos,173.72,0.00,173.72,,31.26,204.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3442,1643,40102620,0,1.00,Nos,207.62,0.00,207.62,,37.38,245.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3443,1643,40120091,0,1.00,Nos,152.34,0.00,152.34,,42.66,195.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3444,1643,40120567,0,1.00,Nos,6021.09,0.00,6021.09,,1685.90,7706.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3445,1643,40101343,0,1.00,Nos,396.09,0.00,396.09,,110.90,506.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3446,1643,40120130,0,1.00,Nos,1028.90,0.00,1028.90,,288.10,1317.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3447,1643,40160618,0,1.00,Nos,1321.09,0.00,1321.09,,369.90,1690.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3448,1643,41210064,0,1.00,Nos,81.35,0.00,81.35,,14.64,95.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3449,1643,40102118,0,1.00,Nos,1189.84,0.00,1189.84,,333.16,1523.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3450,1643,40030591,0,4.00,Nos,53.12,0.00,212.48,,59.50,271.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3451,1643,40440409,0,2.00,Nos,51.69,0.00,103.38,,18.60,121.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3452,1643,40141602,0,2.00,Nos,32.03,0.00,64.06,,17.94,82.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3453,1643,40030590,0,2.00,Nos,402.34,0.00,804.68,,225.32,1030.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3454,1643,40108810,0,4.00,Nos,50.00,0.00,200.00,,56.00,256.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3455,1643,40101020,0,1.00,Nos,14735.15,0.00,14735.15,,4125.84,18860.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3456,1643,41210229,0,1.00,Nos,147.65,0.00,147.65,,41.34,188.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3457,1643,40030092,0,1.00,Nos,134.37,0.00,134.37,,37.62,171.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3458,1643,40160703,0,4.00,Nos,31.35,0.00,125.40,,22.58,147.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3459,1643,40102602,0,4.00,Nos,21.18,0.00,84.72,,15.24,99.96,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3460,1643,40141609,0,10.00,Nos,23.72,0.00,237.20,,42.70,279.90,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3461,1643,40101691,0,2.00,Nos,196.61,0.00,393.22,,70.78,464.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3462,1643,40101692,0,4.00,Nos,28.81,0.00,115.24,,20.74,135.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3463,1643,40120076,0,15.00,Nos,18.75,0.00,281.25,,78.76,360.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3464,1643,40160463,0,2.00,Nos,115.25,0.00,230.50,,41.50,272.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3465,1643,40440409,0,1.00,Nos,51.69,0.00,51.69,,9.30,60.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3466,1643,40101693,0,2.00,Nos,272.03,0.00,544.06,,97.94,642.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3467,1643,41210067,0,1.00,Nos,25.89,0.00,25.89,,3.10,28.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3468,1643,40120089,0,3.00,Nos,27.11,0.00,81.33,,14.64,95.97,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3469,1643,40441245,0,1.00,Nos,1992.96,0.00,1992.96,,558.02,2550.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3470,1643,40441244,0,1.00,Nos,276.56,0.00,276.56,,77.44,354.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3471,1643,40141606,0,2.00,Nos,101.56,0.00,203.12,,56.88,260.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3472,1643,40690233,0,2.00,Nos,1379.66,0.00,2759.32,,496.68,3256.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3473,1643,40101027,0,1.00,Nos,9830.46,0.00,9830.46,,2752.52,12582.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3474,1643,41210230,0,1.00,Nos,261.01,0.00,261.01,,46.98,307.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3475,1643,40441246,0,2.00,Nos,266.40,0.00,532.80,,149.18,681.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3476,1643,40441247,0,2.00,Nos,92.18,0.00,184.36,,51.62,235.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3477,1643,40101034,0,1.00,Nos,668.75,0.00,668.75,,187.26,856.01,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3478,1643,40101035,0,1.00,Nos,674.21,0.00,674.21,,188.78,862.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3479,1643,40140607,0,1.00,Nos,392.96,0.00,392.96,,110.02,502.98,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3480,1643,40120078,0,1.00,Nos,466.40,0.00,466.40,,130.60,597.00,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
3481,1643,40120079,0,1.00,Nos,194.53,0.00,194.53,,54.46,248.99,,2025-05-23 15:42:15.175736,2025-05-23 15:42:15.175736
