404,CM24-25POAR 972,11-02-2025,,,,,,,,,,31:03.3,31:03.3,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  ,close
405,TP24-25POAR 820,10-01-2025,,,,,,,,,,31:03.3,31:03.3,S06530,DOZCO INDIA PVT LTD - BILASPUR,22AABCD0776E1Z5,,18A & 18C TIFRA INDUSTRIAL AREAChhattisgarhIndia,AABCD0776E  ,close
406,TP24-25POAR 963,13-02-2025,,,,,,,,,,31:03.3,31:03.3,S06324,MAHESH INFRA CORP,36AOPPM8130E1ZT,,"GROUND FLOOR, 1-2-274/4,HyderabadTelanganaIndia",AOPPM8130E  ,close
407,TP24-25/PO 1230,06-01-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
408,AN24-25/PO 710,23-02-2025,,,,,,,,,,31:03.3,31:03.3,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  ,close
409,HO24-25/PO 155,24-02-2025,,,,,,,,,,31:03.3,31:03.3,S05086,USAM TECHNOLOGY SOLUTIONS PRIVATE LIMITED,36AAACU5427E1ZI,,"3RD FLOOR,302,METRO RESIDENCY APPARTMENTSHYDERABADTelanganaIndia",AAACU5427E  ,close
410,TP24-25POAR 978,15-02-2025,,,,,,,,,,31:03.3,31:03.3,S06505,MRF LIMITED - CHHATTISGARH,22AAACM4154G1ZX,,"KHASARA NO.507/6,NEAR SIRGITTI,OVERBRIDGE,BILASPUR -495223ChhattisgarhIndia",AAACM4154G  ,close
411,TP24-25/PO 1205,05-01-2025,,,,,,,,,,31:03.3,31:03.3,S04996,GALAXY AUTO SERVICE CENTER,22AEGPA8535E1ZZ,,NH-78 TALKIES ROADChhattisgarhIndia,AEGPA8535E  ,close
412,TP24-25/PO 1421,13-02-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
413,AN24-25POAR 668,01-02-2025,,,,,,,,,,31:03.3,31:03.3,S00861,SRI RAMESH AUTOMOBILES,36CHSPK2407C1ZH,,"# 22-7-126/3, KAZIPALLYRAMAGUNDAMTelanganaIndia",CHSPK2407C  ,close
414,TP24-25/PO 1602,15-03-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
415,CM24-25POAR 820,02-01-2025,,,,,,,,,,31:03.3,31:03.3,S03772,RISHAV AUTOMOBILE-JHARKHAND,20ALQPD7775A1ZB,,"636,GARABASAJharkhandIndia",ALQPD7775A  ,close
416,TP24-25/PO 1415,15-02-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
417,TP24-25/PO 1658,28-03-2025,,,,,,,,,,31:03.3,31:03.3,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  ,close
418,PC24-25POAR 482,28-01-2025,,,,,,,,,,31:03.3,31:03.3,S06852,GULF LUBRICANTS INDIA LTD - JHARKHAND,20AACCH0941E1ZD,,"KHATA N0. 2/2, PLOT NO. 1049, SHEETAL KUNJ, VILLAGE - PANDRA, P.O.- HEHAL, Ranchi, Jharkhand, 834005RANCHIJharkhandIndia",AACCH0941E  ,close
419,AN24-25/PO 690,17-02-2025,,,,,,,,,,31:03.3,31:03.3,S04266,KAS TYRE RETREADDERS,21AMSPD3574E1Z8,,"LAXMI BAZAR,(FCI)PO:VIKRAMPUROdishaIndia",AMSPD3574E  ,close
420,CM24-25/PO 94,19-01-2025,,,,,,,,,,31:03.3,31:03.3,S06700,BHOLA ENGINEERING WORKS,20CKOPS6723G1Z0,,CARMEL CHOWKHAZARIBAGJharkhandIndia,CKOPS6723G  ,close
421,CM24-25POAR 1023,28-02-2025,,,,,,,,,,31:03.3,31:03.3,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  ,close
422,TP24-25POAR 958,13-02-2025,,,,,,,,,,31:03.3,31:03.3,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  ,close
423,TP24-25/PO 1531,27-02-2025,,,,,,,,,,31:03.3,31:03.3,S03186,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD-FOC,19AAACT9077B1Z7,,RAYANPURWest BengalIndia,AAACT9077B  ,close
424,PC24-25POAR 470,27-01-2025,,,,,,,,,,31:03.3,31:03.3,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  ,close
425,TP24-25POAR 904,03-02-2025,,,,,,,,,,31:03.3,31:03.3,S00042,BANSAL HARD WARE,09BFTPB9517A1ZE,,KHADIA-MARKET. MAIN ROAD. PO: SHAKTHI NAGARSONEBHADRAUttar PradeshIndia,BFTPB9517A  ,close
426,TP24-25POAR 854,15-01-2025,,,,,,,,,,31:03.3,31:03.3,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  ,close
427,HO24-25/PO 140,21-01-2025,,,,,,,,,,31:03.3,31:03.3,S06576,TITAN MINING SERVICES,36BWMPG0856K1Z7,,"SURVEY NO.386,SHED NO.9AHYDERABADTelanganaIndia",BWMPG0856K  ,close
428,TP24-25/PO 1263,17-01-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
429,PC24-25/PO 346,18-02-2025,,,,,,,,,,31:03.3,31:03.3,S04953,SHREE GOYAL ELECTRONICS,20ABSPT5332K1ZC,,"BYE-PASS ROAD,PAKURJharkhandIndia",ABSPT5332K  ,close
430,TP24-25POAR 1093,17-03-2025,,,,,,,,,,31:03.3,31:03.3,S03110,NEW DIAMOND ELECTRICALS WORKS,23AGRPM0784A1ZJ,,"Main Road, SingrauliMadhya PradeshIndia",AGRPM0784A  ,close
431,TP24-25/PO 1659,29-03-2025,,,,,,,,,,31:03.3,31:03.3,S04158,JTRONIX TECHNOLOGIES,27CROPS6494M1ZJ,,"GALA NO.10,TURBHE INDUSTRIAL PARKMaharashtraIndia",CROPS6494M  ,close
432,PC24-25POAR 593,22-03-2025,,,,,,,,,,31:03.3,31:03.3,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  ,close
433,CM24-25POAR 969,21-01-2025,,,,,,,,,,31:03.3,31:03.3,S00199,MRF LIMITED. RANCHI,20AAACM4154G1Z1,,Kathal More. Near D.A.V.HehalRANCHIJharkhandIndia,AAACM4154G  ,close
434,PC24-25POAR 454,07-01-2025,,,,,,,,,,31:03.3,31:03.3,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  ,close
435,TP24-25POAR 911,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S06421,DOZER WORLD PRIVATE LIMITED-CHATTISHGARH,22AADCD2500J1ZA,,"74A INDRA COMM. COMPLEX,TP NAGAR ROAD,ChhattisgarhIndia",AADCD2500J  ,close
436,TP24-25/PO 1608,01-03-2025,,,,,,,,,,31:03.3,31:03.3,S06383,FURNITURE HOUSE,22ADDPB5421E1ZG,,BUJI BHAVAN OPP-SAIMANDIRRAIGARHChhattisgarhIndia,ADDPB5421E  ,close
437,TP24-25POAR 828,10-01-2025,,,,,,,,,,31:03.3,31:03.3,S04996,GALAXY AUTO SERVICE CENTER,22AEGPA8535E1ZZ,,NH-78 TALKIES ROADChhattisgarhIndia,AEGPA8535E  ,close
438,AN24-25/PO 685,10-02-2025,,,,,,,,,,31:03.3,31:03.3,S04219,MAA SABITRI ENTERPRISER,21AFUPA8345P1ZY,,NEAR WOMENS COLLEGEANGULOdishaIndia,AFUPA8345P  ,close
439,TP24-25/PO 1436,18-02-2025,,,,,,,,,,31:03.3,31:03.3,S06820,JAY AMBEY GLASS HOUSE,22BWNPK2359G1ZI,,"Ayush Complex Shop No:06,RAIGARHChhattisgarhIndia",BWNPK2359G  ,close
440,CM24-25POAR 910,23-01-2025,,,,,,,,,,31:03.3,31:03.3,S00235,RAJDEEP ELECTRIC & HARDWARE STORE,20AGNPC5915F1ZU,,Shaheed Chowkvdev Complex.TANDWAJharkhandIndia,AGNPC5915F  ,close
441,TP24-25/PO 1350,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
442,AN24-25POAR 605,11-01-2025,,,,,,,,,,31:03.3,31:03.3,S04627,SHIV MINING EQUIPMENTS,24ACRFS6412K1ZQ,,"FORTUNE GOLRY,GF-21,22,NR,VADODARAGujaratIndia",ACRFS6412K  ,close
443,CM24-25POAR 1081,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S00040,BANSAL AGENCIES. MADHYA PRADESH,23ABCPB9715C1ZA,,75/1. Dhoti. WaidhanSINGRAULIMadhya PradeshIndia,ABCPB9715C  ,close
444,TP24-25/PO 1458,25-02-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
445,HO24-25/PO 167,29-03-2025,,,,,,,,,,31:03.3,31:03.3,S00335,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. NAGPUR,27AAACT9077B1ZA,,C/O. SWETAL LEGESTICS. 16KMASTONENAGPURMaharashtraIndia,AAACT9077B  ,close
446,TP24-25POAR 1074,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S06324,MAHESH INFRA CORP,36AOPPM8130E1ZT,,"GROUND FLOOR, 1-2-274/4,HyderabadTelanganaIndia",AOPPM8130E  ,close
447,PC24-25/PO 363,09-03-2025,,,,,,,,,,31:03.3,31:03.3,S06494,FASHION HOOD MAKER,               ,,NULLNULLNULLNULL,FFDPK2291N  ,close
448,TP24-25/PO 1512,27-02-2025,,,,,,,,,,31:03.3,31:03.3,S00618,DOZCO (INDIA) PVT LTD-DHANBAD,20AABCD0776E1Z9,,"1,RAJHANS MANSIONDHANBADJharkhandIndia",AABCD0776E  ,close
449,TP24-25/PO 1292,30-01-2025,,,,,,,,,,31:03.3,31:03.3,S03967,AUTO CENTER,22AAHFA5171D3ZX,,"Kharsia road,DimrapurchaukRAIGARHChhattisgarhIndia",AAHFA5171D  ,close
450,AN24-25/PO 602,17-01-2025,,,,,,,,,,31:03.3,31:03.3,S04484,RAY ENTERPRISES,21AGWPR5935K1ZP,,"AT/P.O.SOUTH BALANDA,OdishaIndia",AGWPR5935K  ,close
451,CM24-25POAR 955,05-02-2025,,,,,,,,,,31:03.3,31:03.3,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  ,close
452,PC24-25/PO 297,03-01-2025,,,,,,,,,,31:03.3,31:03.3,S06797,ECO ENERGIES,27CBVPR9774A1ZU,,"BLOCK NO.01, PLOT NO.36, EKAM ENCLAVE, KAPIL NAGAR, NAGPUR-440026NAGPURMaharashtraIndia",CBVPR9774A  ,close
454,TP24-25/PO 1393,03-02-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
455,AN24-25/PO 634,04-01-2025,,,,,,,,,,31:03.3,31:03.3,S04255,JAIN AUTO SPARE,21AFXPJ4405Q1ZZ,,"BY PASS TALCHER,ANGULOdishaIndia",AFXPJ4405Q  ,close
456,TP24-25/PO 1187,04-01-2025,,,,,,,,,,31:03.3,31:03.3,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  ,close
457,TP24-25/PO 1381,05-02-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
458,PC24-25/PO 338,02-01-2025,,,,,,,,,,31:03.3,31:03.3,S06510,SATNAM HARDWARE &GLASS HOUSE,20BCXPS7558D1Z4,,NEAR OLD BUS STANDPAKURJharkhandIndia,BCXPS7558D  ,close
459,TP24-25POAR 916,05-02-2025,,,,,,,,,,31:03.3,31:03.3,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  ,close
460,PC24-25/PO 360,08-03-2025,,,,,,,,,,31:03.3,31:03.3,S00235,RAJDEEP ELECTRIC & HARDWARE STORE,20AGNPC5915F1ZU,,Shaheed Chowkvdev Complex.TANDWAJharkhandIndia,AGNPC5915F  ,close
461,AN24-25/PO 653,20-01-2025,,,,,,,,,,31:03.3,31:03.3,S00258,SAI KRISHNA ALLOY CASTINGS,36ABIFS3208B1ZJ,,SHED NO: E-4. I EHYDERABADTelanganaIndia,ABIFS3208B  ,close
462,TP24-25/PO 1676,10-03-2025,,,,,,,,,,31:03.3,31:03.3,S06538,ZAFAR AUTO ELECTRICALS,22AQTPN3715C1Z0,,"DHIMRAPUR CHOUK,JINDAL ROAD,RAIGARH.ChhattisgarhIndia",AQTON3715C  ,close
463,TP24-25POAR 1024,03-03-2025,,,,,,,,,,31:03.3,31:03.3,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  ,close
464,TP24-25POAR 795,04-01-2025,,,,,,,,,,31:03.3,31:03.3,S05044,LAMINA SUSPENSION LIMITED,22AAACL3061H1Z0,,"NEAR KAMAL VIHAR MAIN GATE, BLOCK 11,ChhattisgarhIndia",AAACL3061H  ,close
465,TP24-25POAR 1040,05-03-2025,,,,,,,,,,31:03.3,31:03.3,S06996,SHREE ENGINEERING SERVICE,22ADIPV5333J1ZD,,"Shop No.110,Ground FloorRAIGARHChhattisgarhIndia",ADIPV5333J  ,close
466,AN24-25/PO 773,08-03-2025,,,,,,,,,,31:03.3,31:03.3,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  ,close
467,PC24-25POAR 578,15-03-2025,,,,,,,,,,31:03.3,31:03.3,S03885,DCS TECHNO SERVICESS PVT LTD,36AABCD3102E1ZE,,"Plot No.169, Road No.11TelanganaIndia",AABCD3102E  ,close
468,TP24-25POAR 892,31-01-2025,,,,,,,,,,31:03.3,31:03.3,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  ,close
469,PC24-25POAR 510,10-02-2025,,,,,,,,,,31:03.3,31:03.3,S00032,ASIAD BEARING & ENGG.CO,09BKTPS1673M1Z4,,Auri more. AnparaAURI MOREUttar PradeshIndia,BKTPS1673M  ,close
470,CM24-25/PO 89,24-01-2025,,,,,,,,,,31:03.3,31:03.3,S06684,S.K. ENGINEERING,20BGEPS2255L1ZE,,"GODHUR, NEAR BHARAT PETROL PUMPJharkhandIndia",BGEPS2255L  ,close
471,PC24-25/PO 393,26-03-2025,,,,,,,,,,31:03.3,31:03.3,S05087,RAJ AUTOMOBILES,20AXNPK5841M1Z7,,JharkhandIndia,AXNPK5841M  ,close
472,TP24-25POAR 1013,28-02-2025,,,,,,,,,,31:03.3,31:03.3,S06485,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,22AAHCI1010J1Z6,,"PLOT NO 13/1, 13/3, 51/1RAIGARHChhattisgarhIndia",AAHCI1010J  ,close
473,CM24-25POAR 1107,28-03-2025,,,,,,,,,,31:03.3,31:03.3,S03345,HANUMAN JI TRADERS - JHARKHAND,20ANIPA1895L1Z2,,TANDWAJharkhandIndia,ANIPA1895L  ,close
474,AN24-25POAR 664,01-02-2025,,,,,,,,,,31:03.3,31:03.3,S04627,SHIV MINING EQUIPMENTS,24ACRFS6412K1ZQ,,"FORTUNE GOLRY,GF-21,22,NR,VADODARAGujaratIndia",ACRFS6412K  ,close
475,TP24-25POAR 866,20-01-2025,,,,,,,,,,31:03.3,31:03.3,S06540,WIRTGEN INDIA PVT LTD - CHHATTISGARH,22AAACW2816R1Z3,,"PLOT NO.348/3/C/1,BESIDE VRINDAVAN COMPLEXRAIGARHChhattisgarhIndia",AAACW2816R  ,close
476,CM24-25POAR 1055,15-03-2025,,,,,,,,,,31:03.3,31:03.3,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  ,close
477,PC24-25POAR 561,08-03-2025,,,,,,,,,,31:03.3,31:03.3,S04824,Z-ADARSHA ENGINEERING WORKS(NEW) - ANDHRA PRADESH,37AMOPP4087A1ZT,,"SHOP NO.1,PLOT NO.284GUNTURAndhra PradeshIndia",AMOPP4087A  ,close
478,TP24-25/PO 1422,14-02-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
479,PC24-25/PO 307,06-01-2025,,,,,,,,,,31:03.3,31:03.3,S05030,BHARAT MINING STORES,20AABFB8654N1ZD,,"KATRAS ROAD,DHANBAD-826001,JHARKHANDJharkhandIndia",AABFB8654N  ,close
480,TP24-25POAR 1095,21-03-2025,,,,,,,,,,31:03.3,31:03.3,S07020,PRABHU INDUSTRIAL UDYOG PRIVATE LIMITED,19AABCP6855A1ZG,,Building No/Flat No:01Kolkota-700053West BengalIndia,AABCP6855A  ,close
481,PC24-25POAR 553,07-03-2025,,,,,,,,,,31:03.3,31:03.3,S03345,HANUMAN JI TRADERS - JHARKHAND,20ANIPA1895L1Z2,,TANDWAJharkhandIndia,ANIPA1895L  ,close
482,TP24-25/PO 1554,06-03-2025,,,,,,,,,,31:03.3,31:03.3,S06726,TAYAL AUTO PARTS,22AMUPG8491M1ZA,,"DHIMRAPIR CHOWK,JINDAL ROAD,RAIGARH,RAIGARH(C.G)RAIGARHChhattisgarhIndia",AMUPG8491M  ,close
483,TP24-25POAR 975,18-02-2025,,,,,,,,,,31:03.3,31:03.3,S00357,V.K.PNEUMATICS & EQUIPMENTS,36ACKPT2823Q1ZV,,H.No:6-2-981.201. 2nd FloorHYDERABADTelanganaIndia,ACKPT2823Q  ,close
484,TP24-25/PO 1515,21-02-2025,,,,,,,,,,31:03.3,31:03.3,S00618,DOZCO (INDIA) PVT LTD-DHANBAD,20AABCD0776E1Z9,,"1,RAJHANS MANSIONDHANBADJharkhandIndia",AABCD0776E  ,close
485,TP24-25/PO 1366,10-02-2025,,,,,,,,,,31:03.3,31:03.3,S06458,JAINX LAPTOP & COMPUTER WORLD (RAIGARH),22AATFJ8181A1ZC,,"GOURI SHANKAR MANDIR AGROHABHAVAN ROAD, RAIGARHRAIGARHChhattisgarhIndia",AATFJ8181A  ,close
486,PC24-25POAR 573,13-03-2025,,,,,,,,,,31:03.3,31:03.3,S03345,HANUMAN JI TRADERS - JHARKHAND,20ANIPA1895L1Z2,,TANDWAJharkhandIndia,ANIPA1895L  ,close
487,TP24-25/PO 1314,27-01-2025,,,,,,,,,,31:03.3,31:03.3,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  ,close
488,AN24-25POAR 718,24-02-2025,,,,,,,,,,31:03.3,31:03.3,S00119,HARSHA AUTOMOBILE-UP,09AFKPR9455D1ZX,,KHADIA BAZAR. SHANTINAGARSONEBHADRAUttar PradeshIndia,AFKPR9455D  ,close
489,TP24-25/PO 1467,21-02-2025,,,,,,,,,,31:03.3,31:03.3,S06710,SURENDRA AUTOMOBILES,22AFJPA0972M1ZK,,"DHIMRAPUR CHOWK,RAIGARHRAIGARHChhattisgarhIndia",AFJPA0972M  ,close
490,TP24-25POAR 847,11-01-2025,,,,,,,,,,31:03.3,31:03.3,S00242,RANCHI RADIATOR WORKS,23APBPR3622K1ZZ,,MAIN ROAD. SINGRAULISINGRAULIMadhya PradeshIndia,APBPR3622K  ,close
491,TP24-25/PO 1245,11-01-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
492,TP24-25POAR 1050,07-03-2025,,,,,,,,,,31:03.3,31:03.3,S06485,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,22AAHCI1010J1Z6,,"PLOT NO 13/1, 13/3, 51/1RAIGARHChhattisgarhIndia",AAHCI1010J  ,close
493,TP24-25/PO 1612,05-01-2025,,,,,,,,,,31:03.3,31:03.3,S04108,SHIV KUMAR AGRAWAL,21AATPA3668H1ZQ,,GOMADERAJHARSUGUDAOdishaIndia,AATPA3668H  ,close
494,PC24-25POAR 490,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  ,close
495,TP24-25POAR 931,05-02-2025,,,,,,,,,,31:03.3,31:03.3,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  ,close
496,TP24-25POAR 912,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S03082,TECHNO HYDRAULIC & PNEUMATICS,36CYHPM6037L1ZY,,Plot No. 39HYDERABADTelanganaIndia,CYHPM6037L  ,close
497,HO24-25/PO 158,15-02-2025,,,,,,,,,,31:03.3,31:03.3,S03082,TECHNO HYDRAULIC & PNEUMATICS,36CYHPM6037L1ZY,,Plot No. 39HYDERABADTelanganaIndia,CYHPM6037L  ,close
498,AN24-25/PO 767,24-03-2025,,,,,,,,,,31:03.3,31:03.3,S04965,RAGHVENDRA ENTERPRISES-ODISHA,21ASWPS0791G1ZC,,"NEAR DEAR HIGH SCHOOL,ANGULOdishaIndia",ASWPS0791G  ,close
499,AN24-25/PO 669,07-02-2025,,,,,,,,,,31:03.3,31:03.3,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  ,close
500,US24-25/PO 29,04-02-2025,,,,,,,,,,31:03.3,31:03.3,S04526,SRI SATYAMAMBA FILLING STATION,               ,,ANAKAPALLIAndhra PradeshIndia,AAGFS6574F  ,close
501,KM24-25/PO 46,10-02-2025,,,,,,,,,,31:03.3,31:03.3,S00176,M.B ENTERPRISES,36AAEFM6621K1Z5,,4-4-85. MAHANKALI STREETSECUNDERABADTelanganaIndia,AAEFM6621K  ,close
502,TP24-25/PO 1522,10-03-2025,,,,,,,,,,31:03.3,31:03.3,S04215,WAIDHAN TYRES PVT.LTD - CHHATTISGARH,22AABCD7755M1ZF,,"14,KUDURMAL,KORBAKOBRAChhattisgarhIndia",AABCD7755M  ,close
503,TP24-25/PO 1368,05-02-2025,,,,,,,,,,31:03.3,31:03.3,S06907,DHEER AUTO XCELLENCE,22AAWFD4074D1ZH,,"Opp:Krishna Hyundai,Parsada,ChhattisgarhIndia",AAWFD4074D  ,close
504,HO24-25/PO 147,24-01-2025,,,,,,,,,,31:03.3,31:03.3,S00168,"LARSEN & TOUBRO LIMITED, KANCHIPURAM",33AAACL0140P8ZJ,,EMS SERVICE STATION SF NO. 356KANCHIPURAMTamil NaduIndia,AAACL0140P  ,close
505,TP24-25POAR 792,04-01-2025,,,,,,,,,,31:03.3,31:03.3,S03237,KRISHNA ENGINEERING INDUSTRY,37AJSPC4903D1ZD,,"PLOT NO.106,RS.NO184/1VIJAYAWADAAndhra PradeshIndia",AJSPC4903D  ,close
506,PC24-25/PO 335,21-02-2025,,,,,,,,,,31:03.3,31:03.3,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  ,close
507,TP24-25/PO 1505,24-02-2025,,,,,,,,,,31:03.3,31:03.3,S00618,DOZCO (INDIA) PVT LTD-DHANBAD,20AABCD0776E1Z9,,"1,RAJHANS MANSIONDHANBADJharkhandIndia",AABCD0776E  ,close
508,TP24-25/PO 1603,16-03-2025,,,,,,,,,,31:03.3,31:03.3,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  ,close
509,TP24-25/PO 1562,20-01-2025,,,,,,,,,,31:03.3,31:03.3,S04662,MAA SAMLESWARI TYRES,21AEPPA3181H2ZT,,NULLNULLNULLNULL,AEPPA3181H  ,close
